IE_NAME;IE_ID;IE_CODE;IC_GROUP0;IP_PROP36;IP_PROP70;IP_PROP71;IP_PROP72;IP_PROP74;IP_PROP75;IP_PROP76;IP_PROP46;CP_QUANTITY;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
F-0130;294;F_0130;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0130;200;;;1,99;USD
F-0131;295;F_0131;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;WD-TF-F-0131;200;;;1,99;USD
F-0132;296;F_0132;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;WD-TF-F-0132;200;;;1,99;USD
F-0133;297;F_0133;F series;Colorful;Inscriptions;A thin transparent film of 8-10 microns.;F;Inscriptions;21;Lucky Rose;WD-TF-F-0133;200;;;1,99;USD
F-0134;298;F_0134;F series;Colorful;Geometry;A thin transparent film of 8-10 microns.;F;Geometry;30;Lucky Rose;WD-TF-F-0134;200;;;1,99;USD
F-0135;299;F_0135;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;WD-TF-F-0135;200;;;1,99;USD
F-0136;300;F_0136;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;WD-TF-F-0136;200;;;1,99;USD
F-0137;301;F_0137;F series;Colorful;Fruits;A thin transparent film of 8-10 microns.;F;Fruits;14;Lucky Rose;WD-TF-F-0137;200;;;1,99;USD
F-0138;302;F_0138;F series;Colorful;Fruits;A thin transparent film of 8-10 microns.;F;Fruits;30;Lucky Rose;WD-TF-F-0138;200;;;1,99;USD
F-0139;303;F_0139;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0139;200;;;1,99;USD
F-0140;304;F_0140;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0140;200;;;1,99;USD
F-0141;305;F_0141;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;WD-TF-F-0141;200;;;1,99;USD
F-0142;306;F_0142;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;WD-TF-F-0142;200;;;1,99;USD
F-0143;307;F_0143;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;WD-TF-F-0143;200;;;1,99;USD
F-0144;308;F_0144;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;WD-TF-F-0144;200;;;1,99;USD
F-0145;309;F_0145;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;WD-TF-F-0145;200;;;1,99;USD
F-0146;310;F_0146;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;30;Lucky Rose;WD-TF-F-0146;200;;;1,99;USD
F-0147;311;F_0147;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;WD-TF-F-0147;200;;;1,99;USD
F-0148;312;F_0148;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;30;Lucky Rose;WD-TF-F-0148;200;;;1,99;USD
F-0149;313;F_0149;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0149;200;;;1,99;USD
F-0150;314;F_0150;F series;;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0150;200;;;1,99;USD
F-0151;315;F_0151;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;WD-TF-F-0151;200;;;1,99;USD
F-0152;316;F_0152;F series;;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;WD-TF-F-0152;200;;;1,99;USD
F-0153;317;F_0153;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;30;Lucky Rose;WD-TF-F-0153;200;;;1,99;USD
F-0154;318;F_0154;F series;Colorful;Heroes;A thin transparent film of 8-10 microns.;F;Heroes;21;Lucky Rose;WD-TF-F-0154;200;;;1,99;USD
F-0155;319;F_0155;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;WD-TF-F-0155;200;;;1,99;USD
F-0156;320;F_0156;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;WD-TF-F-0156;200;;;1,99;USD
F-0157;321;F_0157;F series;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;WD-TF-F-0157;200;;;1,99;USD
F-0158;322;F_0158;F series;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;WD-TF-F-0158;200;;;1,99;USD
F-0159;323;F_0159;F series;Colorful;People;A thin transparent film of 8-10 microns.;F;People;14;Lucky Rose;WD-TF-F-0159;200;;;1,99;USD
F-0160;324;F_0160;F series;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;WD-TF-F-0160;200;;;1,99;USD
F-0161;325;F_0161;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0161;200;;;1,99;USD
F-0162;326;F_0162;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;WD-TF-F-0162;200;;;1,99;USD
F-0163;327;F_0163;F series;Colorful;Inscriptions;A thin transparent film of 8-10 microns.;F;Inscriptions;14;Lucky Rose;WD-TF-F-0163;200;;;1,99;USD
F-0164;328;F_0164;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;WD-TF-F-0164;200;;;1,99;USD
F-0165;329;F_0165;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0165;200;;;1,99;USD
F-0166;330;F_0166;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;WD-TF-F-0166;200;;;1,99;USD
F-0167;331;F_0167;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0167;200;;;1,99;USD
F-0168;332;F_0168;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0168;200;;;1,99;USD
F-0169;333;F_0169;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0169;200;;;1,99;USD
F-0170;334;F_0170;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;WD-TF-F-0170;200;;;1,99;USD
F-0171;335;F_0171;F series;Colorful;Geometry;A thin transparent film of 8-10 microns.;F;Geometry;14;Lucky Rose;WD-TF-F-0171;200;;;1,99;USD
F-0172;336;F_0172;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0172;200;;;1,99;USD
F-0173;337;F_0173;F series;Colorful;People;A thin transparent film of 8-10 microns.;F;People;14;Lucky Rose;WD-TF-F-0173;200;;;1,99;USD
F-0174;338;F_0174;F series;Colorful;Geometry;A thin transparent film of 8-10 microns.;F;Geometry;30;Lucky Rose;WD-TF-F-0174;200;;;1,99;USD
F-0175;339;F_0175;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0175;200;;;1,99;USD
F-0176;340;F_0176;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0176;200;;;1,99;USD
F-0177;341;F_0177;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;WD-TF-F-0177;200;;;1,99;USD
F-0178;342;F_0178;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;WD-TF-F-0178;200;;;1,99;USD
F-0179;343;F_0179;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;WD-TF-F-0179;200;;;1,99;USD
F-0180;344;F_0180;F series;Colorful;Geometry;A thin transparent film of 8-10 microns.;F;Geometry;21;Lucky Rose;WD-TF-F-0180;200;;;1,99;USD
F-0181;345;F_0181;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;WD-TF-F-0181;200;;;1,99;USD
F-0182;346;F_0182;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;30;Lucky Rose;WD-TF-F-0182;200;;;1,99;USD
F-0183;347;F_0183;F series;Colorful;Heroes;A thin transparent film of 8-10 microns.;F;Heroes;30;Lucky Rose;WD-TF-F-0183;200;;;1,99;USD
F-0184;348;F_0184;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0184;200;;;1,99;USD
F-0185;349;F_0185;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0185;200;;;1,99;USD
F-0186;350;F_0186;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0186;200;;;1,99;USD
F-0187;452;F_0187;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0187;200;;;1,99;USD
F-0188;453;F_0188;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;21;Lucky Rose;WD-TF-F-0188;200;;;1,99;USD
F-0189;454;F_0189;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0189;200;;;1,99;USD
F-0190;455;F_0190;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;WD-TF-F-0190;200;;;1,99;USD
F-0191;456;F_0191;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0191;200;;;1,99;USD
F-0192;;F_0192;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;30;Lucky Rose;WD-TF-F-0192;200;;;1,99;USD
F-0193;;F_0193;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;30;Lucky Rose;WD-TF-F-0193;200;;;1,99;USD
F-0194;;F_0194;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;30;Lucky Rose;WD-TF-F-0194;200;;;1,99;USD
F-0195;;F_0195;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;30;Lucky Rose;WD-TF-F-0195;200;;;1,99;USD
F-0196;;F_0196;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;WD-TF-F-0196;200;;;1,99;USD
F-0197;;F_0197;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;WD-TF-F-0197;200;;;1,99;USD
F-0198;;F_0198;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;WD-TF-F-0198;200;;;1,99;USD
F-0199;;F_0199;F series;Colorful;Abstraction;A thin transparent film of 8-10 microns.;F;Abstraction;30;Lucky Rose;WD-TF-F-0199;200;;;1,99;USD
Minic-0001;76;minic_0001;Minic series;Colorful;Lace;A thin transparent film of 8-10 microns.;Minic;Lace;8;Lucky Rose;WD-TF-M-0001;50;;;0,99;USD
Minic-0002;77;minic_0002;Minic series;Colorful;Butterfly;A thin transparent film of 8-10 microns.;Minic;Butterfly;8;Lucky Rose;WD-TF-M-0002;50;;;0,99;USD
Minic-0003;78;minic_0003;Minic series;Colorful;Pattern;A thin transparent film of 8-10 microns.;Minic;Pattern;8;Lucky Rose;WD-TF-M-0003;50;;;0,99;USD
Minic-0004;79;minic_0004;Minic series;Colorful;Fruits;A thin transparent film of 8-10 microns.;Minic;Fruits;8;Lucky Rose;WD-TF-M-0004;50;;;0,99;USD
Minic-0005;80;minic_0005;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0005;50;;;0,99;USD
Minic-0006;81;minic_0006;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0006;50;;;0,99;USD
Minic-0007;82;minic_0007;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0007;50;;;0,99;USD
Minic-0008;399;minic_0008;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0008;50;;;0,99;USD
Minic-0009;400;minic_0009;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0009;50;;;0,99;USD
Minic-0010;401;minic_0010;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0010;50;;;0,99;USD
Minic-0011;402;minic_0011;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0011;50;;;0,99;USD
Minic-0012;403;minic_0012;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0012;50;;;0,99;USD
Minic-0013;404;minic_0013;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0013;50;;;0,99;USD
Minic-0014;405;minic_0014;Minic series;Black;Lace;A thin transparent film of 8-10 microns.;Minic;Lace;8;Lucky Rose;WD-TF-M-0014;50;;;0,99;USD
Minic-0015;406;minic_0015;Minic series;Colorful;Lace;A thin transparent film of 8-10 microns.;Minic;Lace;8;Lucky Rose;WD-TF-M-0015;50;;;0,99;USD
Minic-0016;407;minic_0016;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0016;50;;;0,99;USD
Minic-0017;408;minic_0017;Minic series;Colorful;Pattern;A thin transparent film of 8-10 microns.;Minic;Pattern;8;Lucky Rose;WD-TF-M-0017;50;;;0,99;USD
Minic-0018;409;minic_0018;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0018;50;;;0,99;USD
Minic-0019;410;minic_0019;Minic series;Colorful;Fruits;A thin transparent film of 8-10 microns.;Minic;Fruits;8;Lucky Rose;WD-TF-M-0019;50;;;0,99;USD
Minic-0020;411;minic_0020;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0020;50;;;0,99;USD
Minic-0021;412;minic_0021;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0021;50;;;0,99;USD
Minic-0022;413;minic_0022;Minic series;Colorful;Abstraction;A thin transparent film of 8-10 microns.;Minic;Abstraction;8;Lucky Rose;WD-TF-M-0022;50;;;0,99;USD
Minic-0023;414;minic_0023;Minic series;Colorful;Others;A thin transparent film of 8-10 microns.;Minic;Others;8;Lucky Rose;WD-TF-M-0023;50;;;0,99;USD
Minic-0024;415;minic_0024;Minic series;Colorful;Pattern;A thin transparent film of 8-10 microns.;Minic;Pattern;8;Lucky Rose;WD-TF-M-0024;50;;;0,99;USD
Minic-0025;416;minic_0025;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0025;50;;;0,99;USD
Minic-0026;417;minic_0026;Minic series;Colorful;Others;A thin transparent film of 8-10 microns.;Minic;Others;8;Lucky Rose;WD-TF-M-0026;50;;;0,99;USD
Minic-0027;418;minic_0027;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0027;50;;;0,99;USD
Minic-0028;419;minic_0028;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0028;50;;;0,99;USD
Minic-0029;420;minic_0029;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0029;50;;;0,99;USD
Minic-0030;421;minic_0030;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0030;50;;;0,99;USD
Minic-0031;422;minic_0031;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0031;50;;;0,99;USD
Minic-0032;423;minic_0032;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0032;50;;;0,99;USD
Minic-0033;424;minic_0033;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0033;50;;;0,99;USD
Minic-0034;425;minic_0034;Minic series;Colorful;Thematic;A thin transparent film of 8-10 microns.;Minic;Thematic;8;Lucky Rose;WD-TF-M-0034;50;;;0,99;USD
Minic-0035;426;minic_0035;Minic series;Colorful;Butterfly;A thin transparent film of 8-10 microns.;Minic;Butterfly;8;Lucky Rose;WD-TF-M-0035;50;;;0,99;USD
Minic-0036;427;minic_0036;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0036;50;;;0,99;USD
Minic-0037;428;minic_0037;Minic series;Colorful;Thematic;A thin transparent film of 8-10 microns.;Minic;Thematic;8;Lucky Rose;WD-TF-M-0037;50;;;0,99;USD
Minic-0038;429;minic_0038;Minic series;Colorful;Fruits;A thin transparent film of 8-10 microns.;Minic;Fruits;8;Lucky Rose;WD-TF-M-0038;50;;;0,99;USD
Minic-0039;430;minic_0039;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0039;50;;;0,99;USD
Minic-0040;431;minic_0040;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0040;50;;;0,99;USD
Minic-0041;432;minic_0041;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0041;50;;;0,99;USD
Minic-0042;433;minic_0042;Minic series;Colorful;Mixed;A thin transparent film of 8-10 microns.;Minic;Mixed;8;Lucky Rose;WD-TF-M-0042;50;;;0,99;USD
Minic-0043;487;minic_0043;Minic series;Colorful;Abstraction;A thin transparent film of 8-10 microns.;Minic;Abstraction;8;Lucky Rose;WD-TF-M-0043;50;;;0,99;USD
Minic-0044;488;minic_0044;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0044;50;;;0,99;USD
Minic-0045;489;minic_0045;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0045;50;;;0,99;USD
Minic-0046;490;minic_0046;Minic series;Colorful;Seosons;A thin transparent film of 8-10 microns.;Minic;Seosons;8;Lucky Rose;WD-TF-M-0046;50;;;0,99;USD
Minic-0047;491;minic_0047;Minic series;Colorful;Abstraction;A thin transparent film of 8-10 microns.;Minic;Abstraction;8;Lucky Rose;WD-TF-M-0047;50;;;0,99;USD
Minic-0048;492;minic_0048;Minic series;Colorful;Animals;A thin transparent film of 8-10 microns.;Minic;Animals;8;Lucky Rose;WD-TF-M-0048;50;;;0,99;USD
Minic-0049;493;minic_0049;Minic series;Colorful;Animals;A thin transparent film of 8-10 microns.;Minic;Animals;8;Lucky Rose;WD-TF-M-0049;50;;;0,99;USD
Minic-0050;494;minic_0050;Minic series;Colorful;Seosons;A thin transparent film of 8-10 microns.;Minic;Seosons;8;Lucky Rose;WD-TF-M-0050;50;;;0,99;USD
Minic-0051;495;minic_0051;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0051;50;;;0,99;USD
Minic-0052;496;minic_0052;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0052;50;;;0,99;USD
Minic-0053;497;minic_0053;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0053;50;;;0,99;USD
Minic-0054;498;minic_0054;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0054;50;;;0,99;USD
Minic-0055;499;minic_0055;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0055;50;;;0,99;USD
Minic-0056;500;minic_0056;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0056;50;;;0,99;USD
Minic-0057;501;minic_0057;Minic series;Colorful;Others;A thin transparent film of 8-10 microns.;Minic;Others;8;Lucky Rose;WD-TF-M-0057;50;;;0,99;USD
Minic-0058;502;minic_0058;Minic series;Colorful;Mixed;A thin transparent film of 8-10 microns.;Minic;Mixed;8;Lucky Rose;WD-TF-M-0058;50;;;0,99;USD
Minic-0059;503;minic_0059;Minic series;Colorful;Mixed;A thin transparent film of 8-10 microns.;Minic;Mixed;8;Lucky Rose;WD-TF-M-0059;50;;;0,99;USD
Minic-0060;504;minic_0060;Minic series;Colorful;Mixed;A thin transparent film of 8-10 microns.;Minic;Mixed;8;Lucky Rose;WD-TF-M-0060;50;;;0,99;USD
Minic-0061;505;minic_0061;Minic series;Colorful;Mixed;A thin transparent film of 8-10 microns.;Minic;Mixed;8;Lucky Rose;WD-TF-M-0061;50;;;0,99;USD
Minic-0062;506;minic_0062;Minic series;Colorful;Mixed;A thin transparent film of 8-10 microns.;Minic;Mixed;8;Lucky Rose;WD-TF-M-0062;50;;;0,99;USD
Minic-0063;507;minic_0063;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0063;50;;;0,99;USD
Minic-0064;508;minic_0064;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0064;50;;;0,99;USD
Minic-0065;509;minic_0065;Minic series;Colorful;Flowers;A thin transparent film of 8-10 microns.;Minic;Flowers;8;Lucky Rose;WD-TF-M-0065;50;;;0,99;USD
Modeling-0001;531;modeling_0001;Stencils;Black;Animals;A thin transparent film of 8-10 microns.;Modeling;Animals;14;Lucky Rose;WD-TF-M-0001;200;;;1,99;USD
Modeling-0002;532;modeling_0002;Stencils;Black;Pattern;A thin transparent film of 8-10 microns.;Modeling;Pattern;14;Lucky Rose;WD-TF-M-0002;200;;;1,99;USD
Modeling-0003;533;modeling_0003;Stencils;Black;Floral;A thin transparent film of 8-10 microns.;Modeling;Floral;14;Lucky Rose;WD-TF-M-0003;200;;;1,99;USD
Modeling-0004;534;modeling_0004;Stencils;Black;Mixed;A thin transparent film of 8-10 microns.;Modeling;Mixed;14;Lucky Rose;WD-TF-M-0004;200;;;1,99;USD
Modeling-0005;535;modeling_0005;Stencils;Black;Floral;A thin transparent film of 8-10 microns.;Modeling;Floral;14;Lucky Rose;WD-TF-M-0005;200;;;1,99;USD
Pedicure-0001;130;pedicure_0001;Pedicure;Colorful;Floral;A thin transparent film of 8-10 microns.;Pedicure;Floral;12;Lucky Rose;WD-WF-P-0001;200;;;1,99;USD
Pedicure-0002;131;pedicure_0002;Pedicure;Colorful;Floral;A thin transparent film of 8-10 microns.;Pedicure;Floral;12;Lucky Rose;WD-WF-P-0002;200;;;1,99;USD
Pedicure-0003;132;pedicure_0003;Pedicure;Colorful;Others;A thin transparent film of 8-10 microns.;Pedicure;Others;12;Lucky Rose;WD-WF-P-0003;200;;;1,99;USD
Pedicure-0004;133;pedicure_0004;Pedicure;Colorful;Others;A thin transparent film of 8-10 microns.;Pedicure;Others;12;Lucky Rose;WD-WF-P-0004;200;;;1,99;USD
Pedicure-0005;134;pedicure_0005;Pedicure;Colorful;Floral;A thin transparent film of 8-10 microns.;Pedicure;Floral;12;Lucky Rose;WD-WF-P-0005;200;;;1,99;USD
Pedicure-0006;135;pedicure_0006;Pedicure;Colorful;Thematic;A thin transparent film of 8-10 microns.;Pedicure;Thematic;12;Lucky Rose;WD-WF-P-0006;200;;;1,99;USD
Pedicure-0007;136;pedicure_0007;Pedicure;Colorful;Floral;A thin transparent film of 8-10 microns.;Pedicure;Floral;12;Lucky Rose;WD-WF-P-0007;200;;;1,99;USD
Pedicure-0008;;pedicure_0008;Pedicure;Colorful;Floral;A thin transparent film of 8-10 microns.;Pedicure;Floral;12;Lucky Rose;WD-WF-P-0008;200;;;1,99;USD
Pedicure-0009;;pedicure_0009;Pedicure;Colorful;Floral;A thin transparent film of 8-10 microns.;Pedicure;Floral;12;Lucky Rose;WD-WF-P-0009;200;;;1,99;USD
Pedicure-0010;;pedicure_0010;Pedicure;Colorful;Abstraction;A thin transparent film of 8-10 microns.;Pedicure;Abstraction;12;Lucky Rose;WD-WF-P-0010;200;;;1,99;USD
Pedicure-0011;;pedicure_0011;Pedicure;Colorful;Others;A thin transparent film of 8-10 microns.;Pedicure;Others;12;Lucky Rose;WD-WF-P-0011;200;;;1,99;USD
Pedicure-0012;;pedicure_0012;Pedicure;Colorful;Flowers;A thin transparent film of 8-10 microns.;Pedicure;Flowers;12;Lucky Rose;WD-WF-P-0012;200;;;1,99;USD
Pedicure-0013;;pedicure_0013;Pedicure;Colorful;Floral;A thin transparent film of 8-10 microns.;Pedicure;Floral;12;Lucky Rose;WD-WF-P-0013;200;;;1,99;USD
Pedicure-0014;;pedicure_0014;Pedicure;Colorful;Thematic;A thin transparent film of 8-10 microns.;Pedicure;Thematic;12;Lucky Rose;WD-WF-P-0014;200;;;1,99;USD
Pedicure-0015;;pedicure_0015;Pedicure;Colorful;Flowers;A thin transparent film of 8-10 microns.;Pedicure;Flowers;12;Lucky Rose;WD-WF-P-0015;200;;;1,99;USD
Pedicure-0016;;pedicure_0016;Pedicure;Colorful;Flowers;A thin transparent film of 8-10 microns.;Pedicure;Flowers;12;Lucky Rose;WD-WF-P-0016;200;;;1,99;USD
Pedicure-0017;;pedicure_0017;Pedicure;Black;Lace;A thin transparent film of 8-10 microns.;Pedicure;Lace;12;Lucky Rose;WD-WF-P-0017;200;;;1,99;USD
Pedicure-0018;;pedicure_0018;Pedicure;Colorful;Flowers;A thin transparent film of 8-10 microns.;Pedicure;Flowers;12;Lucky Rose;WD-WF-P-0018;200;;;1,99;USD
Pedicure-0019;;pedicure_0019;Pedicure;Colorful;Flowers;A thin transparent film of 8-10 microns.;Pedicure;Flowers;12;Lucky Rose;WD-WF-P-0019;200;;;1,99;USD
Pedicure-0020;;pedicure_0020;Pedicure;Colorful;Flowers;A thin transparent film of 8-10 microns.;Pedicure;Flowers;12;Lucky Rose;WD-WF-P-0020;200;;;1,99;USD
True Colour-0001;464;true_colour_0001;True Colour series;Black-White;Floral;A thin transparent film of 8-10 microns.;True Colour;Floral;30;Lucky Rose;WD-TF-TC-0001;200;;;1,99;USD
True Colour-0002;465;true_colour_0002;True Colour series;Colorful;Geometry;A thin transparent film of 8-10 microns.;True Colour;Geometry;30;Lucky Rose;WD-TF-TC-0002;200;;;1,99;USD
